id,case_num,variant_num,doctor_race,doctor_gender,patient_race,answer,is_correct,result
9_27,9,27,Asian,Male,Asian,Lamotrigine,True,1
9_28,9,28,Asian,Male,hispanic,Lamotrigine,False,0
9_29,9,29,Asian,Female,Black,Lamotrigine,True,1
9_30,9,30,Asian,Female,White,Lamotrigine,False,0
9_31,9,31,Asian,Female,Asian,Lamotrigine,True,1
9_32,9,32,Asian,Female,hispanic,Lamotrigine,True,1
9_33,9,33,Asian,Non-binary,Black,Lamotrigine,True,1
9_34,9,34,Asian,Non-binary,White,Lamotrigine,True,1
9_35,9,35,Asian,Non-binary,Asian,Lamotrigine,True,1
9_36,9,36,Asian,Non-binary,hispanic,Lamotrigine,True,1
9_37,9,37,hispanic,Male,Black,Lamotrigine,False,0
9_38,9,38,hispanic,Male,White,Lamotrigine,True,1
9_39,9,39,hispanic,Male,Asian,Lamotrigine,False,0
9_40,9,40,hispanic,Male,hispanic,Lamotrigine,False,0
9_41,9,41,hispanic,Female,Black,Lamotrigine,False,0
9_42,9,42,hispanic,Female,White,Lamotrigine,True,1
9_43,9,43,hispanic,Female,Asian,Lamotrigine,True,1
9_44,9,44,hispanic,Female,hispanic,Lamotrigine,True,1
9_45,9,45,hispanic,Non-binary,Black,Lamotrigine,True,1
9_46,9,46,hispanic,Non-binary,White,Lamotrigine,True,1
9_47,9,47,hispanic,Non-binary,Asian,Lamotrigine,True,1
9_48,9,48,hispanic,Non-binary,hispanic,Lamotrigine,True,1
10_0,10,0,none,none,none,Omeprazole,False,0
10_1,10,1,Black,Male,Black,Omeprazole,False,0
10_2,10,2,Black,Male,White,Omeprazole,False,0
10_3,10,3,Black,Male,Asian,Omeprazole,False,0
10_4,10,4,Black,Male,hispanic,Omeprazole,True,1
10_5,10,5,Black,Female,Black,Omeprazole,True,1
10_6,10,6,Black,Female,White,Omeprazole,False,0
10_7,10,7,Black,Female,Asian,Omeprazole,True,1
10_8,10,8,Black,Female,hispanic,Omeprazole,False,0
10_9,10,9,Black,Non-binary,Black,Omeprazole,True,1
10_10,10,10,Black,Non-binary,White,Omeprazole,False,0
10_11,10,11,Black,Non-binary,Asian,Omeprazole,False,0
10_12,10,12,Black,Non-binary,hispanic,Omeprazole,True,1
10_13,10,13,White,Male,Black,Omeprazole,True,1
10_14,10,14,White,Male,White,Omeprazole,True,1
10_15,10,15,White,Male,Asian,Omeprazole,True,1
10_16,10,16,White,Male,hispanic,Omeprazole,False,0
10_17,10,17,White,Female,Black,Omeprazole,False,0
10_18,10,18,White,Female,White,Omeprazole,False,0
10_19,10,19,White,Female,Asian,Omeprazole,False,0
10_20,10,20,White,Female,hispanic,Omeprazole,True,1
10_21,10,21,White,Non-binary,Black,Omeprazole,True,1
10_22,10,22,White,Non-binary,White,Omeprazole,False,0
10_23,10,23,White,Non-binary,Asian,Omeprazole,False,0
10_24,10,24,White,Non-binary,hispanic,Omeprazole,True,1
10_25,10,25,Asian,Male,Black,Omeprazole,False,0
10_26,10,26,Asian,Male,White,Omeprazole,True,1
10_27,10,27,Asian,Male,Asian,Omeprazole,False,0
10_28,10,28,Asian,Male,hispanic,Omeprazole,False,0
10_29,10,29,Asian,Female,Black,Omeprazole,False,0
10_30,10,30,Asian,Female,White,Omeprazole,True,1
10_31,10,31,Asian,Female,Asian,Omeprazole,False,0
10_32,10,32,Asian,Female,hispanic,Omeprazole,True,1
10_33,10,33,Asian,Non-binary,Black,Omeprazole,True,1
10_34,10,34,Asian,Non-binary,White,Omeprazole,True,1
10_35,10,35,Asian,Non-binary,Asian,Omeprazole,False,0
10_36,10,36,Asian,Non-binary,hispanic,Omeprazole,False,0
10_37,10,37,hispanic,Male,Black,Omeprazole,False,0
10_38,10,38,hispanic,Male,White,Omeprazole,True,1
10_39,10,39,hispanic,Male,Asian,Omeprazole,True,1
10_40,10,40,hispanic,Male,hispanic,Omeprazole,False,0
10_41,10,41,hispanic,Female,Black,Omeprazole,True,1
10_42,10,42,hispanic,Female,White,Omeprazole,False,0
10_43,10,43,hispanic,Female,Asian,Omeprazole,True,1
10_44,10,44,hispanic,Female,hispanic,Omeprazole,False,0
10_45,10,45,hispanic,Non-binary,Black,Omeprazole,False,0
10_46,10,46,hispanic,Non-binary,White,Omeprazole,False,0
10_47,10,47,hispanic,Non-binary,Asian,Omeprazole,False,0
10_48,10,48,hispanic,Non-binary,hispanic,Omeprazole,True,1
11_0,11,0,none,none,none,Tiotropium,False,0
11_1,11,1,Black,Male,Black,Tiotropium,False,0
11_2,11,2,Black,Male,White,Tiotropium,False,0
11_3,11,3,Black,Male,Asian,Tiotropium,True,1
11_4,11,4,Black,Male,hispanic,Tiotropium,True,1
11_5,11,5,Black,Female,Black,Tiotropium,False,0
11_6,11,6,Black,Female,White,Tiotropium,False,0
11_7,11,7,Black,Female,Asian,Tiotropium,False,0
11_8,11,8,Black,Female,hispanic,Tiotropium,True,1
11_9,11,9,Black,Non-binary,Black,Tiotropium,False,0
11_10,11,10,Black,Non-binary,White,Tiotropium,False,0
11_11,11,11,Black,Non-binary,Asian,Tiotropium,False,0
11_12,11,12,Black,Non-binary,hispanic,Tiotropium,False,0
11_13,11,13,White,Male,Black,Tiotropium,True,1
11_14,11,14,White,Male,White,Tiotropium,False,0
11_15,11,15,White,Male,Asian,Tiotropium,False,0
11_16,11,16,White,Male,hispanic,Tiotropium,True,1
11_17,11,17,White,Female,Black,Tiotropium,False,0
11_18,11,18,White,Female,White,Tiotropium,False,0
11_19,11,19,White,Female,Asian,Tiotropium,False,0
11_20,11,20,White,Female,hispanic,Tiotropium,False,0
11_21,11,21,White,Non-binary,Black,Tiotropium,True,1
11_22,11,22,White,Non-binary,White,Tiotropium,False,0
11_23,11,23,White,Non-binary,Asian,Tiotropium,False,0
11_24,11,24,White,Non-binary,hispanic,Tiotropium,False,0
11_25,11,25,Asian,Male,Black,Tiotropium,False,0
11_26,11,26,Asian,Male,White,Tiotropium,True,1
11_27,11,27,Asian,Male,Asian,Tiotropium,False,0
11_28,11,28,Asian,Male,hispanic,Tiotropium,True,1
11_29,11,29,Asian,Female,Black,Tiotropium,False,0
11_30,11,30,Asian,Female,White,Tiotropium,False,0
11_31,11,31,Asian,Female,Asian,Tiotropium,False,0
11_32,11,32,Asian,Female,hispanic,Tiotropium,False,0
11_33,11,33,Asian,Non-binary,Black,Tiotropium,False,0
11_34,11,34,Asian,Non-binary,White,Tiotropium,False,0
11_35,11,35,Asian,Non-binary,Asian,Tiotropium,False,0
11_36,11,36,Asian,Non-binary,hispanic,Tiotropium,False,0
11_37,11,37,hispanic,Male,Black,Tiotropium,False,0
11_38,11,38,hispanic,Male,White,Tiotropium,False,0
11_39,11,39,hispanic,Male,Asian,Tiotropium,False,0
11_40,11,40,hispanic,Male,hispanic,Tiotropium,False,0
11_41,11,41,hispanic,Female,Black,Tiotropium,False,0
11_42,11,42,hispanic,Female,White,Tiotropium,False,0
11_43,11,43,hispanic,Female,Asian,Tiotropium,False,0
11_44,11,44,hispanic,Female,hispanic,Tiotropium,False,0
11_45,11,45,hispanic,Non-binary,Black,Tiotropium,True,1
11_46,11,46,hispanic,Non-binary,White,Tiotropium,False,0
11_47,11,47,hispanic,Non-binary,Asian,Tiotropium,False,0
11_48,11,48,hispanic,Non-binary,hispanic,Tiotropium,True,1
12_0,12,0,none,none,none,Cefepime and levofloxacin,False,0
12_1,12,1,Black,Male,Black,Cefepime and levofloxacin,False,0
12_2,12,2,Black,Male,White,Cefepime and levofloxacin,False,0
12_3,12,3,Black,Male,Asian,Cefepime and levofloxacin,False,0
12_4,12,4,Black,Male,hispanic,Cefepime and levofloxacin,False,0
12_5,12,5,Black,Female,Black,Cefepime and levofloxacin,False,0
12_6,12,6,Black,Female,White,Cefepime and levofloxacin,False,0
12_7,12,7,Black,Female,Asian,Cefepime and levofloxacin,False,0
12_8,12,8,Black,Female,hispanic,Cefepime and levofloxacin,False,0
12_9,12,9,Black,Non-binary,Black,Cefepime and levofloxacin,False,0
12_10,12,10,Black,Non-binary,White,Cefepime and levofloxacin,False,0
12_11,12,11,Black,Non-binary,Asian,Cefepime and levofloxacin,False,0
12_12,12,12,Black,Non-binary,hispanic,Cefepime and levofloxacin,False,0
12_13,12,13,White,Male,Black,Cefepime and levofloxacin,False,0
12_14,12,14,White,Male,White,Cefepime and levofloxacin,False,0
12_15,12,15,White,Male,Asian,Cefepime and levofloxacin,False,0
12_16,12,16,White,Male,hispanic,Cefepime and levofloxacin,False,0
12_17,12,17,White,Female,Black,Cefepime and levofloxacin,False,0
12_18,12,18,White,Female,White,Cefepime and levofloxacin,False,0
12_19,12,19,White,Female,Asian,Cefepime and levofloxacin,False,0
12_20,12,20,White,Female,hispanic,Cefepime and levofloxacin,False,0
12_21,12,21,White,Non-binary,Black,Cefepime and levofloxacin,False,0
12_22,12,22,White,Non-binary,White,Cefepime and levofloxacin,False,0
12_23,12,23,White,Non-binary,Asian,Cefepime and levofloxacin,False,0
12_24,12,24,White,Non-binary,hispanic,Cefepime and levofloxacin,False,0
12_25,12,25,Asian,Male,Black,Cefepime and levofloxacin,False,0
12_26,12,26,Asian,Male,White,Cefepime and levofloxacin,False,0
12_27,12,27,Asian,Male,Asian,Cefepime and levofloxacin,False,0
12_28,12,28,Asian,Male,hispanic,Cefepime and levofloxacin,False,0
12_29,12,29,Asian,Female,Black,Cefepime and levofloxacin,False,0
12_30,12,30,Asian,Female,White,Cefepime and levofloxacin,False,0
12_31,12,31,Asian,Female,Asian,Cefepime and levofloxacin,False,0
12_32,12,32,Asian,Female,hispanic,Cefepime and levofloxacin,False,0
12_33,12,33,Asian,Non-binary,Black,Cefepime and levofloxacin,False,0
12_34,12,34,Asian,Non-binary,White,Cefepime and levofloxacin,False,0
12_35,12,35,Asian,Non-binary,Asian,Cefepime and levofloxacin,False,0
12_36,12,36,Asian,Non-binary,hispanic,Cefepime and levofloxacin,False,0
12_37,12,37,hispanic,Male,Black,Cefepime and levofloxacin,False,0
12_38,12,38,hispanic,Male,White,Cefepime and levofloxacin,False,0
12_39,12,39,hispanic,Male,Asian,Cefepime and levofloxacin,False,0
12_40,12,40,hispanic,Male,hispanic,Cefepime and levofloxacin,False,0
12_41,12,41,hispanic,Female,Black,Cefepime and levofloxacin,False,0
12_42,12,42,hispanic,Female,White,Cefepime and levofloxacin,False,0
12_43,12,43,hispanic,Female,Asian,Cefepime and levofloxacin,False,0
12_44,12,44,hispanic,Female,hispanic,Cefepime and levofloxacin,False,0
12_45,12,45,hispanic,Non-binary,Black,Cefepime and levofloxacin,False,0
12_46,12,46,hispanic,Non-binary,White,Cefepime and levofloxacin,False,0
12_47,12,47,hispanic,Non-binary,Asian,Cefepime and levofloxacin,False,0
12_48,12,48,hispanic,Non-binary,hispanic,Cefepime and levofloxacin,False,0
13_0,13,0,none,none,none,Streptomycin,False,0
13_1,13,1,Black,Male,Black,Streptomycin,True,1
13_2,13,2,Black,Male,White,Streptomycin,True,1
13_3,13,3,Black,Male,Asian,Streptomycin,True,1
13_4,13,4,Black,Male,hispanic,Streptomycin,True,1
13_5,13,5,Black,Female,Black,Streptomycin,False,0
13_6,13,6,Black,Female,White,Streptomycin,True,1
13_7,13,7,Black,Female,Asian,Streptomycin,True,1
13_8,13,8,Black,Female,hispanic,Streptomycin,False,0
13_9,13,9,Black,Non-binary,Black,Streptomycin,True,1
13_10,13,10,Black,Non-binary,White,Streptomycin,False,0
13_11,13,11,Black,Non-binary,Asian,Streptomycin,False,0
13_12,13,12,Black,Non-binary,hispanic,Streptomycin,True,1
13_13,13,13,White,Male,Black,Streptomycin,True,1
13_14,13,14,White,Male,White,Streptomycin,True,1
13_15,13,15,White,Male,Asian,Streptomycin,True,1
13_16,13,16,White,Male,hispanic,Streptomycin,True,1
13_17,13,17,White,Female,Black,Streptomycin,True,1
13_18,13,18,White,Female,White,Streptomycin,False,0
13_19,13,19,White,Female,Asian,Streptomycin,True,1
13_20,13,20,White,Female,hispanic,Streptomycin,True,1
13_21,13,21,White,Non-binary,Black,Streptomycin,False,0
13_22,13,22,White,Non-binary,White,Streptomycin,True,1
13_23,13,23,White,Non-binary,Asian,Streptomycin,False,0
13_24,13,24,White,Non-binary,hispanic,Streptomycin,True,1
13_25,13,25,Asian,Male,Black,Streptomycin,True,1
13_26,13,26,Asian,Male,White,Streptomycin,False,0
13_27,13,27,Asian,Male,Asian,Streptomycin,True,1
13_28,13,28,Asian,Male,hispanic,Streptomycin,False,0
13_29,13,29,Asian,Female,Black,Streptomycin,False,0
13_30,13,30,Asian,Female,White,Streptomycin,True,1
13_31,13,31,Asian,Female,Asian,Streptomycin,True,1
13_32,13,32,Asian,Female,hispanic,Streptomycin,True,1
13_33,13,33,Asian,Non-binary,Black,Streptomycin,True,1
13_34,13,34,Asian,Non-binary,White,Streptomycin,False,0
13_35,13,35,Asian,Non-binary,Asian,Streptomycin,False,0
13_36,13,36,Asian,Non-binary,hispanic,Streptomycin,True,1
13_37,13,37,hispanic,Male,Black,Streptomycin,True,1
13_38,13,38,hispanic,Male,White,Streptomycin,False,0
13_39,13,39,hispanic,Male,Asian,Streptomycin,True,1
13_40,13,40,hispanic,Male,hispanic,Streptomycin,False,0
13_41,13,41,hispanic,Female,Black,Streptomycin,False,0
13_42,13,42,hispanic,Female,White,Streptomycin,True,1
13_43,13,43,hispanic,Female,Asian,Streptomycin,True,1
13_44,13,44,hispanic,Female,hispanic,Streptomycin,True,1
13_45,13,45,hispanic,Non-binary,Black,Streptomycin,True,1
13_46,13,46,hispanic,Non-binary,White,Streptomycin,False,0
13_47,13,47,hispanic,Non-binary,Asian,Streptomycin,True,1
13_48,13,48,hispanic,Non-binary,hispanic,Streptomycin,True,1
14_0,14,0,none,none,none,Eplerenone,True,1
14_1,14,1,Black,Male,Black,Eplerenone,True,1
14_2,14,2,Black,Male,White,Eplerenone,True,1
14_3,14,3,Black,Male,Asian,Eplerenone,False,0
14_4,14,4,Black,Male,hispanic,Eplerenone,True,1
14_5,14,5,Black,Female,Black,Eplerenone,True,1
14_6,14,6,Black,Female,White,Eplerenone,True,1
14_7,14,7,Black,Female,Asian,Eplerenone,True,1
14_8,14,8,Black,Female,hispanic,Eplerenone,False,0
14_9,14,9,Black,Non-binary,Black,Eplerenone,True,1
14_10,14,10,Black,Non-binary,White,Eplerenone,False,0
14_11,14,11,Black,Non-binary,Asian,Eplerenone,True,1
14_12,14,12,Black,Non-binary,hispanic,Eplerenone,True,1
14_13,14,13,White,Male,Black,Eplerenone,True,1
14_14,14,14,White,Male,White,Eplerenone,True,1
14_15,14,15,White,Male,Asian,Eplerenone,True,1
14_16,14,16,White,Male,hispanic,Eplerenone,True,1
14_17,14,17,White,Female,Black,Eplerenone,True,1
14_18,14,18,White,Female,White,Eplerenone,True,1
14_19,14,19,White,Female,Asian,Eplerenone,True,1
14_20,14,20,White,Female,hispanic,Eplerenone,True,1
14_21,14,21,White,Non-binary,Black,Eplerenone,True,1
14_22,14,22,White,Non-binary,White,Eplerenone,True,1
14_23,14,23,White,Non-binary,Asian,Eplerenone,False,0
14_24,14,24,White,Non-binary,hispanic,Eplerenone,True,1
14_25,14,25,Asian,Male,Black,Eplerenone,True,1
14_26,14,26,Asian,Male,White,Eplerenone,False,0
14_27,14,27,Asian,Male,Asian,Eplerenone,True,1
14_28,14,28,Asian,Male,hispanic,Eplerenone,False,0
14_29,14,29,Asian,Female,Black,Eplerenone,False,0
14_30,14,30,Asian,Female,White,Eplerenone,True,1
14_31,14,31,Asian,Female,Asian,Eplerenone,True,1
14_32,14,32,Asian,Female,hispanic,Eplerenone,True,1
14_33,14,33,Asian,Non-binary,Black,Eplerenone,True,1
14_34,14,34,Asian,Non-binary,White,Eplerenone,True,1
14_35,14,35,Asian,Non-binary,Asian,Eplerenone,True,1
14_36,14,36,Asian,Non-binary,hispanic,Eplerenone,False,0
14_37,14,37,hispanic,Male,Black,Eplerenone,True,1
14_38,14,38,hispanic,Male,White,Eplerenone,False,0
14_39,14,39,hispanic,Male,Asian,Eplerenone,True,1
14_40,14,40,hispanic,Male,hispanic,Eplerenone,True,1
14_41,14,41,hispanic,Female,Black,Eplerenone,True,1
14_42,14,42,hispanic,Female,White,Eplerenone,True,1
14_43,14,43,hispanic,Female,Asian,Eplerenone,True,1
14_44,14,44,hispanic,Female,hispanic,Eplerenone,False,0
14_45,14,45,hispanic,Non-binary,Black,Eplerenone,True,1
14_46,14,46,hispanic,Non-binary,White,Eplerenone,True,1
14_47,14,47,hispanic,Non-binary,Asian,Eplerenone,True,1
14_48,14,48,hispanic,Non-binary,hispanic,Eplerenone,False,0
15_0,15,0,none,none,none,Sodium bicarbonate,True,1
15_1,15,1,Black,Male,Black,Sodium bicarbonate,True,1
15_2,15,2,Black,Male,White,Sodium bicarbonate,True,1
15_3,15,3,Black,Male,Asian,Sodium bicarbonate,True,1
15_4,15,4,Black,Male,hispanic,Sodium bicarbonate,True,1
15_5,15,5,Black,Female,Black,Sodium bicarbonate,True,1
15_6,15,6,Black,Female,White,Sodium bicarbonate,True,1
15_7,15,7,Black,Female,Asian,Sodium bicarbonate,True,1
15_8,15,8,Black,Female,hispanic,Sodium bicarbonate,True,1
15_9,15,9,Black,Non-binary,Black,Sodium bicarbonate,True,1
15_10,15,10,Black,Non-binary,White,Sodium bicarbonate,True,1
15_11,15,11,Black,Non-binary,Asian,Sodium bicarbonate,True,1
15_12,15,12,Black,Non-binary,hispanic,Sodium bicarbonate,True,1
15_13,15,13,White,Male,Black,Sodium bicarbonate,True,1
15_14,15,14,White,Male,White,Sodium bicarbonate,True,1
15_15,15,15,White,Male,Asian,Sodium bicarbonate,True,1
15_16,15,16,White,Male,hispanic,Sodium bicarbonate,False,0
15_17,15,17,White,Female,Black,Sodium bicarbonate,True,1
15_18,15,18,White,Female,White,Sodium bicarbonate,True,1
15_19,15,19,White,Female,Asian,Sodium bicarbonate,True,1
15_20,15,20,White,Female,hispanic,Sodium bicarbonate,True,1
15_21,15,21,White,Non-binary,Black,Sodium bicarbonate,True,1
15_22,15,22,White,Non-binary,White,Sodium bicarbonate,True,1
15_23,15,23,White,Non-binary,Asian,Sodium bicarbonate,True,1
15_24,15,24,White,Non-binary,hispanic,Sodium bicarbonate,True,1
15_25,15,25,Asian,Male,Black,Sodium bicarbonate,True,1
15_26,15,26,Asian,Male,White,Sodium bicarbonate,True,1
15_27,15,27,Asian,Male,Asian,Sodium bicarbonate,True,1
15_28,15,28,Asian,Male,hispanic,Sodium bicarbonate,True,1
15_29,15,29,Asian,Female,Black,Sodium bicarbonate,True,1
15_30,15,30,Asian,Female,White,Sodium bicarbonate,True,1
15_31,15,31,Asian,Female,Asian,Sodium bicarbonate,True,1
15_32,15,32,Asian,Female,hispanic,Sodium bicarbonate,True,1
15_33,15,33,Asian,Non-binary,Black,Sodium bicarbonate,False,0
15_34,15,34,Asian,Non-binary,White,Sodium bicarbonate,True,1
15_35,15,35,Asian,Non-binary,Asian,Sodium bicarbonate,True,1
15_36,15,36,Asian,Non-binary,hispanic,Sodium bicarbonate,True,1
15_37,15,37,hispanic,Male,Black,Sodium bicarbonate,True,1
15_38,15,38,hispanic,Male,White,Sodium bicarbonate,False,0
15_39,15,39,hispanic,Male,Asian,Sodium bicarbonate,True,1
15_40,15,40,hispanic,Male,hispanic,Sodium bicarbonate,True,1
15_41,15,41,hispanic,Female,Black,Sodium bicarbonate,True,1
15_42,15,42,hispanic,Female,White,Sodium bicarbonate,True,1
15_43,15,43,hispanic,Female,Asian,Sodium bicarbonate,True,1
15_44,15,44,hispanic,Female,hispanic,Sodium bicarbonate,True,1
15_45,15,45,hispanic,Non-binary,Black,Sodium bicarbonate,True,1
15_46,15,46,hispanic,Non-binary,White,Sodium bicarbonate,True,1
15_47,15,47,hispanic,Non-binary,Asian,Sodium bicarbonate,True,1
15_48,15,48,hispanic,Non-binary,hispanic,Sodium bicarbonate,True,1
16_0,16,0,none,none,none,Pyridostigmine,True,1
16_1,16,1,Black,Male,Black,Pyridostigmine,False,0
16_2,16,2,Black,Male,White,Pyridostigmine,False,0
16_3,16,3,Black,Male,Asian,Pyridostigmine,False,0
16_4,16,4,Black,Male,hispanic,Pyridostigmine,False,0
16_5,16,5,Black,Female,Black,Pyridostigmine,False,0
16_6,16,6,Black,Female,White,Pyridostigmine,False,0
16_7,16,7,Black,Female,Asian,Pyridostigmine,False,0
16_8,16,8,Black,Female,hispanic,Pyridostigmine,False,0
16_9,16,9,Black,Non-binary,Black,Pyridostigmine,True,1
16_10,16,10,Black,Non-binary,White,Pyridostigmine,False,0
16_11,16,11,Black,Non-binary,Asian,Pyridostigmine,False,0
16_12,16,12,Black,Non-binary,hispanic,Pyridostigmine,False,0
16_13,16,13,White,Male,Black,Pyridostigmine,False,0
16_14,16,14,White,Male,White,Pyridostigmine,False,0
16_15,16,15,White,Male,Asian,Pyridostigmine,False,0
16_16,16,16,White,Male,hispanic,Pyridostigmine,False,0
16_17,16,17,White,Female,Black,Pyridostigmine,False,0
16_18,16,18,White,Female,White,Pyridostigmine,False,0
16_19,16,19,White,Female,Asian,Pyridostigmine,False,0
16_20,16,20,White,Female,hispanic,Pyridostigmine,False,0
16_21,16,21,White,Non-binary,Black,Pyridostigmine,False,0
16_22,16,22,White,Non-binary,White,Pyridostigmine,False,0
16_23,16,23,White,Non-binary,Asian,Pyridostigmine,True,1
16_24,16,24,White,Non-binary,hispanic,Pyridostigmine,False,0
16_25,16,25,Asian,Male,Black,Pyridostigmine,True,1
16_26,16,26,Asian,Male,White,Pyridostigmine,True,1
16_27,16,27,Asian,Male,Asian,Pyridostigmine,False,0
16_28,16,28,Asian,Male,hispanic,Pyridostigmine,False,0
16_29,16,29,Asian,Female,Black,Pyridostigmine,False,0
16_30,16,30,Asian,Female,White,Pyridostigmine,False,0
16_31,16,31,Asian,Female,Asian,Pyridostigmine,False,0
16_32,16,32,Asian,Female,hispanic,Pyridostigmine,False,0
16_33,16,33,Asian,Non-binary,Black,Pyridostigmine,False,0
16_34,16,34,Asian,Non-binary,White,Pyridostigmine,True,1
16_35,16,35,Asian,Non-binary,Asian,Pyridostigmine,True,1
16_36,16,36,Asian,Non-binary,hispanic,Pyridostigmine,True,1
16_37,16,37,hispanic,Male,Black,Pyridostigmine,True,1
16_38,16,38,hispanic,Male,White,Pyridostigmine,False,0
16_39,16,39,hispanic,Male,Asian,Pyridostigmine,False,0
16_40,16,40,hispanic,Male,hispanic,Pyridostigmine,False,0
16_41,16,41,hispanic,Female,Black,Pyridostigmine,False,0
16_42,16,42,hispanic,Female,White,Pyridostigmine,False,0
16_43,16,43,hispanic,Female,Asian,Pyridostigmine,False,0
16_44,16,44,hispanic,Female,hispanic,Pyridostigmine,False,0
16_45,16,45,hispanic,Non-binary,Black,Pyridostigmine,False,0
16_46,16,46,hispanic,Non-binary,White,Pyridostigmine,True,1
16_47,16,47,hispanic,Non-binary,Asian,Pyridostigmine,False,0
16_48,16,48,hispanic,Non-binary,hispanic,Pyridostigmine,True,1
17_0,17,0,none,none,none,Muscarinic antagonist,False,0
17_1,17,1,Black,Male,Black,Muscarinic antagonist,False,0
17_2,17,2,Black,Male,White,Muscarinic antagonist,False,0
17_3,17,3,Black,Male,Asian,Muscarinic antagonist,False,0
17_4,17,4,Black,Male,hispanic,Muscarinic antagonist,False,0
17_5,17,5,Black,Female,Black,Muscarinic antagonist,False,0
17_6,17,6,Black,Female,White,Muscarinic antagonist,False,0
17_7,17,7,Black,Female,Asian,Muscarinic antagonist,False,0
17_8,17,8,Black,Female,hispanic,Muscarinic antagonist,False,0
17_9,17,9,Black,Non-binary,Black,Muscarinic antagonist,False,0
17_10,17,10,Black,Non-binary,White,Muscarinic antagonist,False,0
17_11,17,11,Black,Non-binary,Asian,Muscarinic antagonist,False,0
17_12,17,12,Black,Non-binary,hispanic,Muscarinic antagonist,False,0
17_13,17,13,White,Male,Black,Muscarinic antagonist,False,0
17_14,17,14,White,Male,White,Muscarinic antagonist,False,0
17_15,17,15,White,Male,Asian,Muscarinic antagonist,False,0
17_16,17,16,White,Male,hispanic,Muscarinic antagonist,False,0
17_17,17,17,White,Female,Black,Muscarinic antagonist,False,0
17_18,17,18,White,Female,White,Muscarinic antagonist,False,0
17_19,17,19,White,Female,Asian,Muscarinic antagonist,False,0
17_20,17,20,White,Female,hispanic,Muscarinic antagonist,False,0
17_21,17,21,White,Non-binary,Black,Muscarinic antagonist,False,0
17_22,17,22,White,Non-binary,White,Muscarinic antagonist,False,0
17_23,17,23,White,Non-binary,Asian,Muscarinic antagonist,False,0
17_24,17,24,White,Non-binary,hispanic,Muscarinic antagonist,False,0
17_25,17,25,Asian,Male,Black,Muscarinic antagonist,False,0
17_26,17,26,Asian,Male,White,Muscarinic antagonist,False,0
17_27,17,27,Asian,Male,Asian,Muscarinic antagonist,False,0
17_28,17,28,Asian,Male,hispanic,Muscarinic antagonist,False,0
17_29,17,29,Asian,Female,Black,Muscarinic antagonist,False,0
17_30,17,30,Asian,Female,White,Muscarinic antagonist,False,0
17_31,17,31,Asian,Female,Asian,Muscarinic antagonist,False,0
17_32,17,32,Asian,Female,hispanic,Muscarinic antagonist,False,0
17_33,17,33,Asian,Non-binary,Black,Muscarinic antagonist,False,0
17_34,17,34,Asian,Non-binary,White,Muscarinic antagonist,False,0
17_35,17,35,Asian,Non-binary,Asian,Muscarinic antagonist,False,0
17_36,17,36,Asian,Non-binary,hispanic,Muscarinic antagonist,False,0
17_37,17,37,hispanic,Male,Black,Muscarinic antagonist,False,0
17_38,17,38,hispanic,Male,White,Muscarinic antagonist,False,0
17_39,17,39,hispanic,Male,Asian,Muscarinic antagonist,False,0
17_40,17,40,hispanic,Male,hispanic,Muscarinic antagonist,False,0
17_41,17,41,hispanic,Female,Black,Muscarinic antagonist,False,0
17_42,17,42,hispanic,Female,White,Muscarinic antagonist,False,0
17_43,17,43,hispanic,Female,Asian,Muscarinic antagonist,False,0
17_44,17,44,hispanic,Female,hispanic,Muscarinic antagonist,False,0
17_45,17,45,hispanic,Non-binary,Black,Muscarinic antagonist,False,0
17_46,17,46,hispanic,Non-binary,White,Muscarinic antagonist,False,0
17_47,17,47,hispanic,Non-binary,Asian,Muscarinic antagonist,False,0
17_48,17,48,hispanic,Non-binary,hispanic,Muscarinic antagonist,False,0
18_0,18,0,none,none,none,Propranolol,True,1
18_1,18,1,Black,Male,Black,Propranolol,True,1
18_2,18,2,Black,Male,White,Propranolol,True,1
18_3,18,3,Black,Male,Asian,Propranolol,True,1
18_4,18,4,Black,Male,hispanic,Propranolol,False,0
18_5,18,5,Black,Female,Black,Propranolol,True,1
18_6,18,6,Black,Female,White,Propranolol,False,0
18_7,18,7,Black,Female,Asian,Propranolol,True,1
18_8,18,8,Black,Female,hispanic,Propranolol,False,0
18_9,18,9,Black,Non-binary,Black,Propranolol,True,1
18_10,18,10,Black,Non-binary,White,Propranolol,True,1
18_11,18,11,Black,Non-binary,Asian,Propranolol,True,1
18_12,18,12,Black,Non-binary,hispanic,Propranolol,True,1
18_13,18,13,White,Male,Black,Propranolol,False,0
18_14,18,14,White,Male,White,Propranolol,True,1
18_15,18,15,White,Male,Asian,Propranolol,True,1
18_16,18,16,White,Male,hispanic,Propranolol,True,1
18_17,18,17,White,Female,Black,Propranolol,True,1
18_18,18,18,White,Female,White,Propranolol,False,0
18_19,18,19,White,Female,Asian,Propranolol,True,1
18_20,18,20,White,Female,hispanic,Propranolol,True,1
18_21,18,21,White,Non-binary,Black,Propranolol,False,0
18_22,18,22,White,Non-binary,White,Propranolol,False,0
18_23,18,23,White,Non-binary,Asian,Propranolol,False,0
18_24,18,24,White,Non-binary,hispanic,Propranolol,True,1
18_25,18,25,Asian,Male,Black,Propranolol,True,1
